"Paper","Total Citations","TC per Year"
"VAUGHN AA, 2019, EATING WEIGHT DISORD","0","0.0000"
"Ã‡ALÄ±ÅŸÄ±R S, 2019, EATING WEIGHT DISORD","0","0.0000"
"RAMEZANI-JOLFAIE N, 2019, EATING WEIGHT DISORD","0","0.0000"
"FRAYN M, 2019, EATING WEIGHT DISORD","0","0.0000"
"HENRIQUES A, 2019, EATING WEIGHT DISORD","0","0.0000"
"CIPRIANI S, 2019, EATING WEIGHT DISORD","0","0.0000"
"PES GM, 2019, EATING WEIGHT DISORD","0","0.0000"
"ODEN AKMAN A, 2019, EATING WEIGHT DISORD","0","0.0000"
"PATLAKA C, 2019, EATING WEIGHT DISORD","0","0.0000"
"GORRASI ISR, 2019, EATING WEIGHT DISORD","0","0.0000"
"RANA S, 2019, EATING WEIGHT DISORD","0","0.0000"
"CRINO ND, 2019, EATING WEIGHT DISORD","0","0.0000"
"Ã‡AM HH, 2019, EATING WEIGHT DISORD","0","0.0000"
"ALBERY IP, 2019, EATING WEIGHT DISORD","0","0.0000"
"DOS SANTOS RRG, 2019, EATING WEIGHT DISORD","0","0.0000"
"LEVINSON CA, 2019, EATING WEIGHT DISORD-a","0","0.0000"
"CLAYDON EA, 2019, EATING WEIGHT DISORD-a","0","0.0000"
"GRADASCHI R, 2019, EATING WEIGHT DISORD","0","0.0000"
"MANUELLI M, 2019, EATING WEIGHT DISORD","0","0.0000"
"HOVRUD L, 2019, EATING WEIGHT DISORD","0","0.0000"
"ALMEIDA BJ, 2019, EATING WEIGHT DISORD","0","0.0000"
"JENKINS PE, 2019, EATING WEIGHT DISORD","0","0.0000"
"DA SILVA WR, 2019, EATING WEIGHT DISORD","0","0.0000"
"GRYNBERG D, 2019, EATING WEIGHT DISORD","0","0.0000"
"TAN CC, 2019, EATING WEIGHT DISORD","0","0.0000"
"LANDER R, 2019, EATING WEIGHT DISORD","0","0.0000"
"GHADDAR R, 2019, EATING WEIGHT DISORD","0","0.0000"
"ZARYCHTA K, 2019, EATING WEIGHT DISORD","0","0.0000"
"KNOLL-PIENTKA N, 2019, EATING WEIGHT DISORD","0","0.0000"
"DUARTE JA, 2019, EATING WEIGHT DISORD","0","0.0000"
"LOMMI S, 2019, EATING WEIGHT DISORD","0","0.0000"
"PETERHÃ¤NSEL C, 2019, EATING WEIGHT DISORD","0","0.0000"
"CALABRÃ² PF, 2019, EATING WEIGHT DISORD","0","0.0000"
"LAKER V, 2019, EATING WEIGHT DISORD","0","0.0000"
"SEDGEWICK F, 2019, EATING WEIGHT DISORD","0","0.0000"
"MANASSE SM, 2019, EATING WEIGHT DISORD-a","0","0.0000"
"PREFIT AB, 2019, EATING WEIGHT DISORD","0","0.0000"
"SPETTIGUE W, 2019, EATING WEIGHT DISORD","0","0.0000"
"TIAN Y-M, 2019, EATING WEIGHT DISORD","0","0.0000"
"KAHN M, 2019, EATING WEIGHT DISORD","0","0.0000"
"SIMPSON CC, 2019, EATING WEIGHT DISORD","0","0.0000"
"MACK I, 2019, EATING WEIGHT DISORD-a","0","0.0000"
"KITIÅŸ Y, 2019, EATING WEIGHT DISORD","0","0.0000"
"BENNETT BL, 2019, EATING WEIGHT DISORD","0","0.0000"
"FREIRE CC, 2019, EATING WEIGHT DISORD","0","0.0000"
"PIETRABISSA G, 2019, EATING WEIGHT DISORD","0","0.0000"
"CELLA S, 2019, EATING WEIGHT DISORD","0","0.0000"
"TAS D, 2019, EATING WEIGHT DISORD-a","0","0.0000"
"ROSEWALL JK, 2019, EATING WEIGHT DISORD","0","0.0000"
"CARRARD I, 2019, EATING WEIGHT DISORD","0","0.0000"
"VIGNA L, 2018, EATING WEIGHT DISORD","0","0.0000"
"CEROLINI S, 2018, EATING WEIGHT DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2018, EAT WEIGHT DISORD","0","0.0000"
"MICULA-GONDEK W, 2018, EATING WEIGHT DISORD","0","0.0000"
"FASSIO A, 2018, EATING WEIGHT DISORD","0","0.0000"
"HARRIS C, 2018, EATING WEIGHT DISORD","0","0.0000"
"GORMEZ A, 2018, EATING WEIGHT DISORD","0","0.0000"
"FAVA VIZZIELLO G, 2018, EATING WEIGHT DISORD","0","0.0000"
"KLEISOURA A, 2018, EATING WEIGHT DISORD","0","0.0000"
"AGUIAR-BLOEMER AC, 2018, EATING WEIGHT DISORD","0","0.0000"
"DAKANALIS A, 2017, EATING WEIGHT DISORD","0","0.0000"
"LAU CCL, 2017, EATING WEIGHT DISORD","0","0.0000"
"KUIPERS GS, 2017, EATING WEIGHT DISORD","0","0.0000"
"ABBATE-DAGA G, 2017, EATING WEIGHT DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2017, EAT WEIGHT DISORD","0","0.0000"
"ZARRATI M, 2016, EATING WEIGHT DISORD","0","0.0000"
"FREITAS-ROSA M, 2016, EATING WEIGHT DISORD","0","0.0000"
"WEIGEL A, 2016, EATING WEIGHT DISORD","0","0.0000"
"DI PAULI D, 2016, EATING WEIGHT DISORD","0","0.0000"
"ALPASLAN AH, 2016, EATING WEIGHT DISORD","0","0.0000"
"DI LUZIO GC, 2016, EATING WEIGHT DISORD","0","0.0000"
"HIROT F, 2016, EATING WEIGHT DISORD","0","0.0000"
"SONDIKE SB, 2016, EATING WEIGHT DISORD","0","0.0000"
"ARGYRIDES M, 2015, EATING WEIGHT DISORD","0","0.0000"
"MARQUEZ B, 2015, EATING WEIGHT DISORD","0","0.0000"
"HELED E, 2015, EATING WEIGHT DISORD","0","0.0000"
"ANDERSON LM, 2015, EATING WEIGHT DISORD","0","0.0000"
"HOLMES M, 2015, EATING WEIGHT DISORD-a","0","0.0000"
"DONINI LM, 2014, EATING WEIGHT DISORD-a","0","0.0000"
"ERIKSON MG, 2014, EATING WEIGHT DISORD","0","0.0000"
"THIELS C, 2014, EATING WEIGHT DISORD-a","0","0.0000"
"MANZONI GM, 2013, EATING WEIGHT DISORD","0","0.0000"
"TEUFEL M, 2013, EATING WEIGHT DISORD-a","0","0.0000"
"VANDEREYCKEN W, 2013, EATING WEIGHT DISORD","0","0.0000"
"CUZZOLARO M, 2013, EATING WEIGHT DISORD","0","0.0000"
"KAPTEIN EM, 2012, EATING WEIGHT DISORD","0","0.0000"
"WHISENHUNT BL, 2012, EATING WEIGHT DISORD","0","0.0000"
"LAESSLE RG, 2012, EATING WEIGHT DISORD","0","0.0000"
"PIOMELLI D, 2011, EATING WEIGHT DISORD","0","0.0000"
"YÃ¼CEL B, 2011, EATING WEIGHT DISORD","0","0.0000"
"STUNKARD A, 2010, EATING WEIGHT DISORD","0","0.0000"
"FRANZONI E, 2010, EATING WEIGHT DISORD","0","0.0000"
"DONINI ML, 2009, EATING WEIGHT DISORD","0","0.0000"
"CUZZOLARO M, 2009, EATING WEIGHT DISORD","0","0.0000"
"KHAZAAL Y, 2009, EATING WEIGHT DISORD","0","0.0000"
"BARTOLOMUCCI A, 2008, EATING WEIGHT DISORD-a","0","0.0000"
"YANOVER T, 2008, EATING WEIGHT DISORD","0","0.0000"
"KOVALCHIK S, 2008, EATING WEIGHT DISORD","0","0.0000"
"HAUSER JC, 2008, EATING WEIGHT DISORD","0","0.0000"
"OUWENS MA, 2007, EATING WEIGHT DISORD","0","0.0000"
"DEL COLLE S, 2006, EATING WEIGHT DISORD","0","0.0000"
"JONES CJ, 2006, EATING WEIGHT DISORD","0","0.0000"
"CONTALDO F, 2005, EATING WEIGHT DISORD","0","0.0000"
"NEWTON M, 2005, EATING WEIGHT DISORD","0","0.0000"
"GUISADO JA, 2003, EATING WEIGHT DISORD","0","0.0000"
"CUGINI P, 2003, EATING WEIGHT DISORD","0","0.0000"
"MOLINARI E, 2003, EATING WEIGHT DISORD","0","0.0000"
"DE FILIPPO E, 2002, EATING WEIGHT DISORD","0","0.0000"
"ENGELSEN BK, 2002, EATING WEIGHT DISORD","0","0.0000"
"CUGINI P, 2002, EATING WEIGHT DISORD","0","0.0000"
"RIPA DI MEANA G, 2002, EATING WEIGHT DISORD","0","0.0000"
"BOSELLO O, 2002, EATING WEIGHT DISORD-a","0","0.0000"
"VETTOR R, 2001, EATING WEIGHT DISORD","0","0.0000"
"GUY-GRAND B, 2001, EATING WEIGHT DISORD","0","0.0000"
"VETTOR R, 2001, EATING WEIGHT DISORD-a","0","0.0000"
"RIPA DI MEANA G, 2001, EATING WEIGHT DISORD","0","0.0000"
"SJÃ¶STRÃ¶M L, 2001, EATING WEIGHT DISORD","0","0.0000"
"FATATI G, 2001, EATING WEIGHT DISORD","0","0.0000"
"CHABROL H, 2001, EATING WEIGHT DISORD","0","0.0000"
"PEÃ±AS LLEDÃ³ E, 2001, EATING WEIGHT DISORD","0","0.0000"
"CUZZOLARO M, 2000, EATING WEIGHT DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 1999, EAT WEIGHT DISORD","0","0.0000"
"BARBARO D, 1999, EATING WEIGHT DISORD","0","0.0000"
"CAVAGGIONI G, 1999, EATING WEIGHT DISORD","0","0.0000"
"BIRMINGHAM CL, 1998, EAT WEIGHT DISORD","0","0.0000"
"BROWN TA, 2020, EATING DISORD","0","0.0000"
"ANDERSON LK, 2020, EATING DISORD","0","0.0000"
"MURRAY SB, 2020, EATING DISORD","0","0.0000"
"LEVINE MP, 2020, EATING DISORD","0","0.0000"
"MURPHY K, 2020, EATING DISORD","0","0.0000"
"LENTON-BRYM T, 2020, EATING DISORD","0","0.0000"
"KUIPERS GS, 2020, EATING DISORD","0","0.0000"
"COX AE, 2020, EATING DISORD","0","0.0000"
"LAWSON JL, 2020, EATING DISORD","0","0.0000"
"BRENNAN MA, 2020, EATING DISORD","0","0.0000"
"HOMAN KJ, 2020, EATING DISORD","0","0.0000"
"COX AE, 2020, EATING DISORD-a","0","0.0000"
"WEBB JB, 2020, EATING DISORD","0","0.0000"
"BRUN I, 2020, EATING DISORD","0","0.0000"
"JENNINGS AF, 2020, EATING DISORD","0","0.0000"
"NAGATA JM, 2020, EATING DISORD","0","0.0000"
"MIDDLEMASS KM, 2020, EATING DISORD","0","0.0000"
"LIN L, 2019, EATING DISORD","0","0.0000"
"SMITH JM, 2019, EATING DISORD","0","0.0000"
"KIMBER M, 2019, EATING DISORD","0","0.0000"
"DALLE GRAVE R, 2019, EATING DISORD","0","0.0000"
"ANDERSON LK, 2019, EATING DISORD","0","0.0000"
"REILLY EE, 2019, EATING DISORD","0","0.0000"
"LIMBURG K, 2019, EATING DISORD","0","0.0000"
"BERGMEIER HJ, 2019, EATING DISORD","0","0.0000"
"GELLER J, 2019, EATING DISORD","0","0.0000"
"DUNNE JP, 2019, EATING DISORD","0","0.0000"
"KRAMER R, 2019, EATING DISORD","0","0.0000"
"AOUAD P, 2019, EATING DISORD","0","0.0000"
"MEHAK A, 2019, EATING DISORD","0","0.0000"
"NILSEN J-V, 2019, EATING DISORD","0","0.0000"
"WANG SB, 2019, EATING DISORD","0","0.0000"
"BANNATYNE AJ, 2019, EATING DISORD","0","0.0000"
"HINEY-SAUNDERS K, 2019, EATING DISORD","0","0.0000"
"MEULE A, 2019, EATING DISORD","0","0.0000"
"DENNHAG I, 2019, EATING DISORD","0","0.0000"
"GANSON KT, 2019, EATING DISORD","0","0.0000"
"ANDERSON LM, 2019, EATING DISORD","0","0.0000"
"DÃ¼ZÃ§EKER Y, 2019, EATING DISORD","0","0.0000"
"DOUGHERTY EN, 2019, EATING DISORD","0","0.0000"
"GORRELL S, 2019, EATING DISORD-a","0","0.0000"
"NISHIDA-HIKIJI E, 2019, EATING DISORD","0","0.0000"
"GALLAGHER KA, 2019, EATING DISORD","0","0.0000"
"LIMBERS CA, 2019, EATING DISORD","0","0.0000"
"CALUGI S, 2018, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2018, EAT DISORD","0","0.0000"
"KENNEDY GA, 2018, EATING DISORD","0","0.0000"
"COOK-COTTONE C, 2018, EATING DISORD","0","0.0000"
"PRIOR A-L, 2018, EATING DISORD","0","0.0000"
"RIENECKE RD, 2018, EATING DISORD-a","0","0.0000"
"CLAUDAT K, 2018, EATING DISORD","0","0.0000"
"PIRAN N, 2017, EATING DISORD","0","0.0000"
"VANDERKRUIK R, 2017, EATING DISORD","0","0.0000"
"ANDERSON CN, 2017, EATING DISORD","0","0.0000"
"ANDERSEN A, 2015, EATING DISORD","0","0.0000"
"HILL LL, 2015, EATING DISORD","0","0.0000"
"MURRAY SB, 2015, EATING DISORD-a-b","0","0.0000"
"DAMIANO SR, 2015, EATING DISORD","0","0.0000"
"DAMOUR LK, 2015, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2013, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2013, EATING DISORD-a","0","0.0000"
"NATENSHON A, 2012, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2012, EATING DISORD","0","0.0000"
"MURRAY SB, 2011, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2011, EATING DISORD","0","0.0000"
"GREFE LS, 2011, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2011, EATING DISORD-a","0","0.0000"
"RABINOR JR, 2010, EATING DISORD","0","0.0000"
"ANDERSEN A, 2010, EATING DISORD-a","0","0.0000"
"NOORDENBOS G, 2009, EATING DISORD","0","0.0000"
"CARNEY JM, 2009, EATING DISORD","0","0.0000"
"ANDERSEN A, 2009, EATING DISORD","0","0.0000"
"ANDERSEN A, 2009, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2008, EATING DISORD","0","0.0000"
"ANDERSEN A, 2008, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2008, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2008, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2008, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 2007, EATING DISORD","0","0.0000"
"GOTTLIEB CD, 2007, EATING DISORD","0","0.0000"
"ANDERSEN A, 2007, EATING DISORD-a","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2007, EATING DISORD-a","0","0.0000"
"HANAUER DI, 2007, EAT DISORD","0","0.0000"
"MARX RD, 2006, EATING DISORD","0","0.0000"
"ANDERSEN A, 2006, EATING DISORD","0","0.0000"
"ANDERSEN A, 2006, EATING DISORD-a","0","0.0000"
"MARX R, 2006, EATING DISORD","0","0.0000"
"ANDERSEN A, 2006, EATING DISORD-a-b","0","0.0000"
"RABINOR JR, 2006, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2006, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2006, EATING DISORD-a","0","0.0000"
"ANDERSEN A, 2005, EATING DISORD","0","0.0000"
"MARX RD, 2005, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2005, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2005, EATING DISORD-a","0","0.0000"
"COHN L, 2005, EATING DISORD-a","0","0.0000"
"COSTIN C, 2005, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2004, EATING DISORD","0","0.0000"
"RABINOR JR, 2004, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2004, EATING DISORD-a","0","0.0000"
"ANDERSEN A, 2004, EATING DISORD","0","0.0000"
"MARX RD, 2004, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2004, EATING DISORD-a-b","0","0.0000"
"MARX RD, 2003, EATING DISORD","0","0.0000"
"ANDERSON AE, 2003, EATING DISORD","0","0.0000"
"ANDERSON AE, 2003, EATING DISORD-a","0","0.0000"
"ANDERSON AE, 2003, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 2003, EATING DISORD-a","0","0.0000"
"RABINOR JR, 2003, EATING DISORD-a-b","0","0.0000"
"WANG F-J, 2003, EATING DISORD","0","0.0000"
"WANG J-W, 2003, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2003, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 2002, EATING DISORD","0","0.0000"
"RABINOR JR, 2002, EATING DISORD","0","0.0000"
"COHN L, 2002, EATING DISORD","0","0.0000"
"ANDERSON AE, 2002, EATING DISORD","0","0.0000"
"RUSKAY RABINOR J, 2002, EATING DISORD","0","0.0000"
"MARX R, 2002, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2002, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 2002, EATING DISORD-a-b-c","0","0.0000"
"RUSKAY RABINOR J, 2002, EATING DISORD-a","0","0.0000"
"MICKLEY D, 2002, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2002, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2002, EATING DISORD-a-b-c-d","0","0.0000"
"MARX R, 2002, EATING DISORD-a-b","0","0.0000"
"MARX R, 2001, EATING DISORD","0","0.0000"
"RABINOR JR, 2001, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2001, EATING DISORD","0","0.0000"
"RABINOR JR, 2001, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2001, EATING DISORD-a","0","0.0000"
"RABINOR JR, 2001, EATING DISORD-a-b","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2001, EATING DISORD-a","0","0.0000"
"SHERMAN RT, 2001, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 2001, EATING DISORD-a-b","0","0.0000"
"MARX RD, 2001, EATING DISORD","0","0.0000"
"MARX RD, 2001, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2001, EATING DISORD-a-b","0","0.0000"
"RABINOR JR, 2001, EATING DISORD-a-b-c","0","0.0000"
"ANDERSEN AE, 2001, EATING DISORD-a-b-c","0","0.0000"
"ANDERSEN AE, 2001, EATING DISORD-a-b-c-d","0","0.0000"
"RABINOR JR, 2000, EATING DISORD","0","0.0000"
"RABINOR JR, 2000, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2000, EATING DISORD","0","0.0000"
"MARX RD, 2000, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2000, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 2000, EATING DISORD-a-b","0","0.0000"
"BUNN C, 2000, EATING DISORD","0","0.0000"
"ANDERSEN AE, 2000, EATING DISORD-a-b-c","0","0.0000"
"COHN L, 2000, EATING DISORD","0","0.0000"
"MARX RD, 1999, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1999, EATING DISORD","0","0.0000"
"COHN L, 1999, EATING DISORD","0","0.0000"
"COHN L, 1999, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 1999, EATING DISORD-a","0","0.0000"
"MOORE MA, 1999, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1999, EATING DISORD-a-b","0","0.0000"
"RABINOR JR, 1999, EATING DISORD","0","0.0000"
"MURKOFSKY CA, 1999, EATING DISORD","0","0.0000"
"COHN L, 1999, EATING DISORD-a-b","0","0.0000"
"RABINOR JR, 1999, EATING DISORD-a","0","0.0000"
"ROBINS PM, 1999, EATING DISORD","0","0.0000"
"RABINOR JR, 1999, EATING DISORD-a-b","0","0.0000"
"MEHLER PS, 1999, EATING DISORD","0","0.0000"
"COHN L, 1999, EATING DISORD-a-b-c","0","0.0000"
"HOLBROOK T, 1999, EATING DISORD","0","0.0000"
"ALBANO C, 1998, EATING DISORD","0","0.0000"
"SCHULHERR S, 1998, EATING DISORD","0","0.0000"
"MARX RD, 1998, EATING DISORD","0","0.0000"
"RABINOR JR, 1998, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1998, EATING DISORD","0","0.0000"
"MARX RD, 1998, EATING DISORD-a","0","0.0000"
"COHN L, 1998, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 1998, EATING DISORD","0","0.0000"
"COHN L, 1998, EATING DISORD-a","0","0.0000"
"RAMACHANDRAN VS, 1998, EATING DISORD","0","0.0000"
"COHN L, 1998, EATING DISORD-a-b","0","0.0000"
"RABINOR JR, 1998, EATING DISORD-a","0","0.0000"
"COHN L, 1998, EATING DISORD-a-b-c","0","0.0000"
"ANDERSEN AE, 1998, EATING DISORD-a","0","0.0000"
"COSTIN C, 1998, EATING DISORD","0","0.0000"
"RABINOR JR, 1998, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 1998, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 1998, EATING DISORD-a-b-c","0","0.0000"
"RABINOR JR, 1998, EATING DISORD-a-b-c","0","0.0000"
"DALZELL HJ, 1997, EATING DISORD","0","0.0000"
"COHN L, 1997, EATING DISORD","0","0.0000"
"EMMETT SW, 1997, EATING DISORD","0","0.0000"
"BERZINS LG, 1997, EATING DISORD","0","0.0000"
"MARX RD, 1997, EATING DISORD","0","0.0000"
"PUTNAM PH, 1997, EATING DISORD","0","0.0000"
"COHN L, 1997, EATING DISORD-a","0","0.0000"
"MARX RD, 1997, EATING DISORD-a","0","0.0000"
"MARX RD, 1997, EATING DISORD-a-b","0","0.0000"
"COHN L, 1997, EATING DISORD-a-b","0","0.0000"
"GOODRICK GK, 1997, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1997, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1997, EATING DISORD-a","0","0.0000"
"MARX RD, 1997, EATING DISORD-a-b-c","0","0.0000"
"COHN L, 1997, EATING DISORD-a-b-c","0","0.0000"
"KERN L, 1997, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1997, EATING DISORD-a-b","0","0.0000"
"ANDERSEN AE, 1996, EATING DISORD","0","0.0000"
"MICKLEY DW, 1996, EATING DISORD","0","0.0000"
"COHN L, 1996, EATING DISORD","0","0.0000"
"MAINE M, 1996, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1996, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 1996, EATING DISORD-a-b","0","0.0000"
"ABRAMSON EE, 1996, EATING DISORD","0","0.0000"
"COHN L, 1996, EATING DISORD-a","0","0.0000"
"KATZMAN M, 1996, EATING DISORD","0","0.0000"
"COHN L, 1996, EATING DISORD-a-b","0","0.0000"
"STRIEGEL-MOORE RH, 1996, EATING DISORD","0","0.0000"
"DAVIS WN, 1996, EATING DISORD","0","0.0000"
"GORDON RA, 1996, EATING DISORD","0","0.0000"
"COHN L, 1996, EATING DISORD-a-b-c","0","0.0000"
"FONTAINE KR, 1996, EATING DISORD","0","0.0000"
"STROBER M, 1996, EATING DISORD","0","0.0000"
"VERVAET M, 1995, EATING DISORD","0","0.0000"
"MARX RD, 1995, EATING DISORD","0","0.0000"
"SCHÃ¶LTE R, 1995, EATING DISORD","0","0.0000"
"ANDERSEN A, 1995, EATING DISORD","0","0.0000"
"[NO AUTHOR NAME AVAILABLE], 1995, EATING DISORD","0","0.0000"
"BUDDEBERG-FISCHER B, 1995, EATING DISORD","0","0.0000"
"KERN L, 1995, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1995, EATING DISORD-a","0","0.0000"
"VAN DE WEGE AJ, 1995, EATING DISORD","0","0.0000"
"SPARE T, 1995, EATING DISORD","0","0.0000"
"ROOT MPP, 1995, EATING DISORD","0","0.0000"
"COHN L, 1995, EATING DISORD","0","0.0000"
"ANDERSEN A, 1994, EATING DISORD","0","0.0000"
"COHN L, 1994, EATING DISORD","0","0.0000"
"GORDON RA, 1994, EATING DISORD","0","0.0000"
"ZERBE KJ, 1994, EATING DISORD","0","0.0000"
"WOOLSEY MM, 1994, EATING DISORD","0","0.0000"
"KELLY MORENO J, 1994, EATING DISORD","0","0.0000"
"COHN L, 1994, EATING DISORD-a","0","0.0000"
"ANDERSEN AE, 1994, EATING DISORD","0","0.0000"
"BOWERS M, 1994, EATING DISORD","0","0.0000"
"COHN L, 1994, EATING DISORD-a-b","0","0.0000"
"ANDERSEN A, 1994, EATING DISORD-a","0","0.0000"
"RABINOR JR, 1993, EATING DISORD","0","0.0000"
"ANDERSEN A, 1993, EATING DISORD","0","0.0000"
"COHN L, 1993, EATING DISORD","0","0.0000"
"ROOT MPP, 1993, EATING DISORD","0","0.0000"
"CHEWNING-KORPACH M, 1993, EATING DISORD","0","0.0000"
"ANDERSEN AE, 1993, EATING DISORD","0","0.0000"
"MAZER C, 1993, EATING DISORD","0","0.0000"
"COHN L, 1993, EATING DISORD-a","0","0.0000"
"ROOT MPP, 1993, EATING DISORD-a","0","0.0000"
"LEMBERG R, 1993, EATING DISORD","0","0.0000"
"COHN L, 1993, EATING DISORD-a-b","0","0.0000"
"BOUMANN CE, 1993, EATING DISORD","0","0.0000"
"MAINE M, 1993, EATING DISORD","0","0.0000"
"FOREYT JP, 1993, EATING DISORD","0","0.0000"
"VU-AUGIER DE MONTGRÃ©MIER M, 2020, EUR EATING DISORD REV","0","0.0000"
"SCHAUMBERG K, 2020, EUR EATING DISORD REV","0","0.0000"
"ESPEL-HUYNH H, 2020, EUR EATING DISORD REV","0","0.0000"
"BYE A, 2020, EUR EATING DISORD REV","0","0.0000"
"SANDGREN SS, 2020, EUR EATING DISORD REV","0","0.0000"
"REILLY EE, 2020, EUR EATING DISORD REV","0","0.0000"
"KOT E, 2020, EUR EATING DISORD REV","0","0.0000"
"KOLAR DR, 2020, EUR EATING DISORD REV","0","0.0000"
"CONCEIÃ§Ã£O EM, 2020, EUR EATING DISORD REV","0","0.0000"
"KERR-GAFFNEY J, 2020, EUR EATING DISORD REV","0","0.0000"
"FORAN A-M, 2020, EUR EATING DISORD REV","0","0.0000"
"MALLORQUÃ­-BAGUÃ© N, 2020, EUR EATING DISORD REV","0","0.0000"
"PECKMEZIAN T, 2020, EUR EATING DISORD REV","0","0.0000"
"MAXWELL AL, 2020, EUR EATING DISORD REV","0","0.0000"
"PORRAS-GARCIA B, 2020, EUR EATING DISORD REV","0","0.0000"
"BORISENKOV MF, 2020, EUR EATING DISORD REV","0","0.0000"
"GORRELL S, 2020, EUR EATING DISORD REV","0","0.0000"
"SERRA R, 2020, EUR EATING DISORD REV","0","0.0000"
"BAGARIC M, 2020, EUR EATING DISORD REV","0","0.0000"
"KESHEN A, 2020, EUR EATING DISORD REV","0","0.0000"
"TROTTIER K, 2020, EUR EATING DISORD REV","0","0.0000"
"MENEGUZZO P, 2020, EUR EATING DISORD REV","0","0.0000"
"TRAINOR C, 2020, EUR EATING DISORD REV","0","0.0000"
"GILES S, 2020, EUR EATING DISORD REV","0","0.0000"
"NORRIS ML, 2020, EUR EATING DISORD REV","0","0.0000"
"THALER L, 2020, EUR EATING DISORD REV","0","0.0000"
"STOYEL H, 2020, EUR EATING DISORD REV","0","0.0000"
"STRUMILA R, 2020, EUR EATING DISORD REV","0","0.0000"
"PICCOLO M, 2020, EUR EATING DISORD REV","0","0.0000"
"KARAM AM, 2020, EUR EATING DISORD REV","0","0.0000"
"DIMITROPOULOS G, 2020, EUR EATING DISORD REV","0","0.0000"
"YÃ¡RNOZ-ESQUÃ­ROZ P, 2019, EUR EATING DISORD REV","0","0.0000"
"DAVIS HA, 2019, EUR EATING DISORD REV","0","0.0000"
"STEMANN LARSEN P, 2019, EUR EATING DISORD REV","0","0.0000"
"CLAES L, 2019, EUR EATING DISORD REV","0","0.0000"
"CALDÃº X, 2019, EUR EATING DISORD REV","0","0.0000"
"PUTTEVILS L, 2019, EUR EATING DISORD REV","0","0.0000"
"BLOM TJ, 2019, EUR EATING DISORD REV","0","0.0000"
"GORRELL S, 2019, EUR EATING DISORD REV","0","0.0000"
"MAIER S, 2019, EUR EATING DISORD REV","0","0.0000"
"AOUN A, 2019, EUR EATING DISORD REV","0","0.0000"
"SANSFAÃ§ON J, 2019, EUR EATING DISORD REV","0","0.0000"
"STRAND M, 2019, EUR EATING DISORD REV","0","0.0000"
"LEWIS YD, 2019, EUR EATING DISORD REV","0","0.0000"
