"Document","DOI","Year","Local.Citations","Global.Citations"
"STEWART CS, 2019, EATING DISORD","10.1080/10640266.2019.1656461","2019","0","1"
"GANSON KT, 2019, EATING DISORD","10.1080/10640266.2019.1652474","2019","0","0"
"ANDERSON LM, 2019, EATING DISORD","10.1080/10640266.2019.1652473","2019","0","0"
"DÃ¼ZÃ§EKER Y, 2019, EATING DISORD","10.1080/10640266.2019.1642032","2019","0","0"
"MILLER AE, 2019, EATING DISORD","10.1080/10640266.2019.1642034","2019","0","1"
"DOUGHERTY EN, 2019, EATING DISORD","10.1080/10640266.2019.1632590","2019","0","0"
"GORRELL S, 2019, EATING DISORD-a","10.1080/10640266.2019.1632592","2019","0","0"
"NISHIDA-HIKIJI E, 2019, EATING DISORD","10.1080/10640266.2019.1610629","2019","0","0"
"GALLAGHER KA, 2019, EATING DISORD","10.1080/10640266.2019.1613846","2019","0","0"
"LAZARE K, 2019, EATING DISORD","10.1080/10640266.2019.1605778","2019","0","1"
"LYDECKER JA, 2019, EATING DISORD","10.1080/10640266.2019.1598767","2019","0","1"
"LIMBERS CA, 2019, EATING DISORD","10.1080/10640266.2019.1580124","2019","0","0"
"TANTILLO M, 2019, EATING DISORD","10.1080/10640266.2019.1580125","2019","0","1"
"CALUGI S, 2018, EATING DISORD","10.1080/10640266.2018.1471921","2018","0","0"
"[NO AUTHOR NAME AVAILABLE], 2018, EAT DISORD","10.1080/10640266.2018.1537695","2018","0","0"
"MURRAY SB, 2018, EATING DISORD","10.1080/10640266.2018.1481306","2018","0","1"
"KENNEDY GA, 2018, EATING DISORD","10.1080/10640266.2018.1481305","2018","0","0"
"SADEH-SHARVIT S, 2018, EATING DISORD","10.1080/10640266.2018.1440043","2018","0","2"
"WALDEN K, 2018, EATING DISORD","10.1080/10640266.2017.1400862","2018","0","1"
"KUIPERS GS, 2018, EATING DISORD","10.1080/10640266.2017.1384916","2018","0","1"
"COOK-COTTONE C, 2018, EATING DISORD","10.1080/10640266.2018.1451684","2018","0","0"
"PRIOR A-L, 2018, EATING DISORD","10.1080/10640266.2017.1364934","2018","0","0"
"RIENECKE RD, 2018, EATING DISORD-a","10.1080/10640266.2017.1330320","2018","0","0"
"CLAUDAT K, 2018, EATING DISORD","10.1080/10640266.2018.1418281","2018","0","0"
"PIRAN N, 2017, EATING DISORD","10.1080/10640266.2017.1368866","2017","0","0"
"VANDERKRUIK R, 2017, EATING DISORD","10.1080/10640266.2017.1308733","2017","0","0"
"WOLFE WL, 2017, EATING DISORD","10.1080/10640266.2017.1279908","2017","0","7"
"AKERS L, 2017, EATING DISORD","10.1080/10640266.2017.1297107","2017","0","2"
"ANDERSON CN, 2017, EATING DISORD","10.1080/10640266.2017.1289793","2017","0","0"
"MILLS JS, 2017, EATING DISORD","10.1080/10640266.2016.1269549","2017","0","1"
"WOO J, 2017, EATING DISORD","10.1080/10640266.2016.1260379","2017","0","4"
"LIN L, 2017, EATING DISORD","10.1080/10640266.2016.1255106","2017","0","3"
"PLATEAU CR, 2017, EATING DISORD-a","10.1080/10640266.2016.1219185","2017","0","1"
"TROTTIER K, 2017, EATING DISORD","10.1080/10640266.2016.1207456","2017","0","8"
"PEREZ M, 2016, EATING DISORD","10.1080/10640266.2016.1192910","2016","0","3"
"PLATH D, 2016, EATING DISORD","10.1080/10640266.2016.1189796","2016","0","4"
"LACKNER N, 2016, EATING DISORD","10.1080/10640266.2016.1160705","2016","0","11"
"SADEH-SHARVIT S, 2016, EATING DISORD","10.1080/10640266.2016.1153400","2016","0","5"
"BOROWSKY HM, 2016, EATING DISORD","10.1080/10640266.2015.1123986","2016","0","4"
"VANCAMPFORT D, 2016, EATING DISORD","10.1080/10640266.2015.1123988","2016","0","1"
"DIMITROPOULOS G, 2016, EATING DISORD","10.1080/10640266.2015.1090870","2016","0","3"
"FREUDENBERG C, 2016, EATING DISORD","10.1080/10640266.2015.1090868","2016","0","2"
"DE VOS JA, 2016, EATING DISORD","10.1080/10640266.2015.1090869","2016","0","7"
"ERTUÄŸRUL Ä°, 2016, EATING DISORD","10.1080/10640266.2015.1042310","2016","0","2"
"SADEH-SHARVIT S, 2016, EATING DISORD-a","10.1080/10640266.2015.1064280","2016","0","4"
"NOORDENBOS G, 2016, EATING DISORD","10.1080/10640266.2015.1113827","2016","0","2"
"MCVEY G, 2016, EATING DISORD","10.1080/10640266.2015.1113831","2016","0","1"
"RUSSELL-MAYHEW S, 2016, EATING DISORD","10.1080/10640266.2015.1113829","2016","0","6"
"CORNING AF, 2016, EATING DISORD","10.1080/10640266.2015.1034057","2016","0","9"
"COHN L, 2016, EATING DISORD-a","10.1080/10640266.2015.1118960","2016","0","1"
"ANDERSEN A, 2015, EATING DISORD","10.1080/10640266.2015.1064281","2015","0","0"
"HILL LL, 2015, EATING DISORD","10.1080/10640266.2015.1044353","2015","0","0"
"MURRAY SB, 2015, EATING DISORD-a-b","10.1080/10640266.2015.1042311","2015","0","0"
"BENNETT SL, 2015, EATING DISORD","10.1080/10640266.2015.1027118","2015","0","2"
"WILLIAMS M, 2015, EATING DISORD","10.1080/10640266.2015.1013393","2015","0","4"
"HUGHES EK, 2015, EATING DISORD","10.1080/10640266.2015.1042314","2015","0","3"
"GULLIKSEN KS, 2015, EATING DISORD","10.1080/10640266.2014.981429","2015","0","8"
"DAMIANO SR, 2015, EATING DISORD","10.1080/10640266.2014.1000106","2015","0","0"
"HARRIGER JA, 2015, EATING DISORD","10.1080/10640266.2014.964610","2015","0","5"
"DAMOUR LK, 2015, EATING DISORD","10.1080/10640266.2014.940788","2015","0","0"
"MITCHELL SL, 2015, EATING DISORD","10.1080/10640266.2014.959847","2015","0","1"
"HARDMAN RK, 2015, EATING DISORD","10.1080/10640266.2014.940789","2015","0","2"
"RANCE NM, 2014, EATING DISORD","10.1080/10640266.2013.860847","2014","0","6"
"CORNING AF, 2014, EATING DISORD","10.1080/10640266.2013.860850","2014","0","12"
"RIDER KA, 2014, EATING DISORD","10.1080/10640266.2013.864890","2014","0","4"
"WOOLDRIDGE T, 2014, EATING DISORD","10.1080/10640266.2013.864891","2014","0","11"
"WEISMAN HL, 2014, EATING DISORD","10.1080/10640266.2014.925768","2014","0","1"
"GÃ³NGORA VC, 2014, EATING DISORD","10.1080/10640266.2014.931765","2014","0","11"
"MAYES SD, 2014, EATING DISORD","10.1080/10640266.2014.915694","2014","0","19"
"KROSHUS E, 2014, EATING DISORD-a","10.1080/10640266.2013.874827","2014","0","9"
"HARRIS J, 2014, EATING DISORD","10.1080/10640266.2014.857532","2014","0","2"
"ANDERSEN AE, 2013, EATING DISORD","10.1080/10640266.2013.828535","2013","0","0"
"SVENSSON E, 2013, EATING DISORD","10.1080/10640266.2013.827537","2013","0","9"
"GRATWICK-SARLL K, 2013, EATING DISORD","10.1080/10640266.2013.797321","2013","0","16"
"RHEA DJ, 2013, EATING DISORD","10.1080/10640266.2013.779177","2013","0","14"
"COUTURIER J, 2013, EATING DISORD","10.1080/10640266.2013.779183","2013","0","13"
"IANNACCONE M, 2013, EATING DISORD","10.1080/10640266.2013.761087","2013","0","10"
"PINHAS L, 2013, EATING DISORD","10.1080/10640266.2013.761082","2013","0","13"
"OBEID N, 2013, EATING DISORD","10.1080/10640266.2013.761088","2013","0","9"
"ANDERSEN AE, 2013, EATING DISORD-a","10.1080/10640266.2013.761093","2013","0","0"
"SIEGLING AB, 2013, EATING DISORD","10.1080/10640266.2013.761083","2013","0","6"
"ROJO-MORENO L, 2013, EATING DISORD","10.1080/10640266.2013.741988","2013","0","18"
"POWERS PS, 2013, EATING DISORD","10.1080/10640266.2013.741994","2013","0","5"
"TUVAL-MASHIACH R, 2013, EATING DISORD","10.1080/10640266.2012.689210","2013","0","6"
"VANDEREYCKEN W, 2012, EATING DISORD","10.1080/10640266.2012.653942","2012","0","4"
"JENKINS PE, 2012, EATING DISORD","10.1080/10640266.2012.654058","2012","0","9"
"NATENSHON A, 2012, EATING DISORD","10.1080/10640266.2012.635573","2012","0","0"
"ANDERSEN AE, 2012, EATING DISORD","10.1080/10640266.2012.635581","2012","0","0"
"GARCÃ­A-VILLAMISAR D, 2012, EATING DISORD","10.1080/10640266.2012.635569","2012","0","8"
"WATSON MJ, 2012, EATING DISORD","10.1080/10640266.2012.635561","2012","0","13"
"FELDMAN MB, 2011, EATING DISORD","10.1080/10640266.2011.609084","2011","0","8"
"MURRAY SB, 2011, EATING DISORD","10.1080/10640266.2011.566487","2011","0","0"
"ANDERSEN AE, 2011, EATING DISORD","10.1080/10640266.2011.609102","2011","0","0"
"GREFE LS, 2011, EATING DISORD","10.1080/10640266.2011.609105","2011","0","0"
"ANDERSEN AE, 2011, EATING DISORD-a","10.1080/10640266.2011.551640","2011","0","0"
"BOUDETTE R, 2011, EATING DISORD","10.1080/10640266.2011.533610","2011","0","4"
"DESOLE L, 2011, EATING DISORD","10.1080/10640266.2011.547136","2011","0","3"
"ALBERS S, 2011, EATING DISORD","10.1080/10640266.2011.533609","2011","0","13"
"KEITEL MA, 2010, EATING DISORD","10.1080/10640266.2010.511937","2010","0","6"
"RABINOR JR, 2010, EATING DISORD","10.1080/10640266.2010.520008","2010","0","0"
"RANCE NM, 2010, EATING DISORD","10.1080/10640266.2010.511901","2010","0","5"
"BROWN AJ, 2010, EATING DISORD","10.1080/10640266.2010.490118","2010","0","14"
"GUARDIOLA-WANDEN-BERGHE R, 2010, EATING DISORD","10.1080/10640260903585565","2010","0","6"
"ANDERSEN A, 2010, EATING DISORD-a","10.1080/10640260903585672","2010","0","0"
"GUSTAFSSON SA, 2010, EATING DISORD","10.1080/10640260903439524","2010","0","6"
"WARREN CS, 2010, EATING DISORD","10.1080/10640260903439532","2010","0","20"
"FARBER SK, 2010, EATING DISORD","10.1080/10640260903439623","2010","0","15"
"TANTILLO M, 2009, EATING DISORD","10.1080/10640260903210172","2009","0","2"
"GREEN MA, 2009, EATING DISORD","10.1080/10640260903210206","2009","0","7"
"DALE LP, 2009, EATING DISORD","10.1080/10640260903210222","2009","0","11"
"WIESE JE, 2009, EATING DISORD","10.1080/10640260903210180","2009","0","1"
"NOORDENBOS G, 2009, EATING DISORD","10.1080/10640260903210248","2009","0","0"
"CARNEY JM, 2009, EATING DISORD","10.1080/10640260902991137","2009","0","0"
"FERRIER-AUERBACH AG, 2009, EATING DISORD","10.1080/10640260902991244","2009","0","8"
"ANDERSEN A, 2009, EATING DISORD","10.1080/10640260902991277","2009","0","0"
"RABINOR JR, 2009, EATING DISORD","10.1080/10640260902848691","2009","0","1"
"ROTHSCHILD L, 2009, EATING DISORD","10.1080/10640260902848592","2009","0","2"
"GREGORIO L, 2009, EATING DISORD","10.1080/10640260802714662","2009","0","1"
"COGAN JC, 2009, EATING DISORD","10.1080/10640260802714522","2009","0","1"
"KRUKOWSKI RA, 2009, EATING DISORD","10.1080/10640260802714498","2009","0","2"
"ANDERSEN A, 2009, EATING DISORD-a","10.1080/10640260802714670","2009","0","0"
"FINZI-DOTTAN R, 2009, EATING DISORD","10.1080/10640260802714654","2009","0","9"
"GOLDFIELD GS, 2009, EATING DISORD-a","10.1080/10640260802570106","2009","0","8"
"THOMPSON RA, 2009, EATING DISORD","10.1080/10640260802570163","2009","0","6"
"AVENA N, 2009, EATING DISORD","10.1080/10640260802371604","2009","0","9"
"ANDERSEN AE, 2008, EATING DISORD","10.1080/10640260802371653","2008","0","0"
"BLOOMGARDEN A, 2008, EATING DISORD","10.1080/10640260802370598","2008","0","13"
"RABINOR JR, 2008, EATING DISORD","10.1080/10640260802116041","2008","0","1"
"ANDERSEN A, 2008, EATING DISORD","10.1080/10640260802116025","2008","0","0"
"[NO AUTHOR NAME AVAILABLE], 2008, EATING DISORD","10.1080/10640260802262514","2008","0","0"
"HAINES J, 2008, EATING DISORD","10.1080/10640260802016829","2008","0","12"
"RAM A, 2008, EATING DISORD","10.1080/10640260802016803","2008","0","8"
"ANDERSEN AE, 2008, EATING DISORD-a","10.1080/10640260802016936","2008","0","0"
"WALFISH S, 2008, EATING DISORD","10.1080/10640260802016720","2008","0","3"
"SANSONE RA, 2008, EATING DISORD","10.1080/10640260801887196","2008","0","11"
"BOIVIN MK, 2008, EATING DISORD","10.1080/10640260801887329","2008","0","5"
"VINAI P, 2008, EATING DISORD","10.1080/10640260801887238","2008","0","1"
"ANDERSEN AE, 2008, EATING DISORD-a-b","10.1080/10640260701773728","2008","0","0"
"POLLACK DL, 2008, EATING DISORD","10.1080/10640260701667920","2008","0","5"
"PIRAN N, 2007, EATING DISORD","10.1080/10640260701667896","2007","0","2"
"ANDERSEN AE, 2007, EATING DISORD","10.1080/10640260701667987","2007","0","0"
"BERRETT ME, 2007, EATING DISORD","10.1080/10640260701454394","2007","0","16"
"LEVITT JL, 2007, EATING DISORD","10.1080/10640260701454303","2007","0","1"
"LEVITT JL, 2007, EATING DISORD-a","10.1080/10640260701454378","2007","0","10"
"DALTON III WT, 2007, EATING DISORD","10.1080/10640260701323490","2007","0","3"
"BARBARICH-MARSTELLER NC, 2007, EATING DISORD","10.1080/10640260701323532","2007","0","1"
"HUMPHREYS JD, 2007, EATING DISORD","10.1080/10640260701323508","2007","0","9"
"MUNOZ DJ, 2007, EATING DISORD","10.1080/10640260701323516","2007","0","6"
"GOTTLIEB CD, 2007, EATING DISORD","10.1080/10640260701236486","2007","0","0"
"SANSONE RA, 2007, EATING DISORD-a","10.1080/10640260701190667","2007","0","13"
"WINSTON AP, 2007, EATING DISORD","10.1080/10640260701190683","2007","0","3"
"CUMELLA EJ, 2007, EATING DISORD","10.1080/10640260701190634","2007","0","8"
"ANDERSEN A, 2007, EATING DISORD-a","10.1080/10640260601044667","2007","0","0"
"ARUGUETE MS, 2007, EATING DISORD","10.1080/10640260601044493","2007","0","5"
"[NO AUTHOR NAME AVAILABLE], 2007, EATING DISORD","10.1080/10640260601044410","2007","0","1"
"[NO AUTHOR NAME AVAILABLE], 2007, EATING DISORD-a","10.1080/10640260601044410","2007","0","0"
"HANAUER DI, 2007, EAT DISORD","10.1080/10640260601044410","2007","0","0"
"MARX RD, 2006, EATING DISORD","10.1080/10640260600952555","2006","0","0"
"ANDERSEN A, 2006, EATING DISORD","10.1080/10640260600796283","2006","0","0"
"ANDERSEN A, 2006, EATING DISORD-a","10.1080/10640260600796317","2006","0","0"
"MARX R, 2006, EATING DISORD","10.1080/10640260600796309","2006","0","0"
"ANDERSEN A, 2006, EATING DISORD-a-b","10.1080/10640260600639228","2006","0","0"
"BARKER ET, 2006, EATING DISORD","10.1080/10640260600639079","2006","0","21"
"INCH R, 2006, EATING DISORD","10.1080/10640260500536250","2006","0","3"
"RABINOR JR, 2006, EATING DISORD-a","10.1080/10640260500536375","2006","0","0"
"VANSANT G, 2006, EATING DISORD","10.1080/10640260500536284","2006","0","17"
"ANDERSEN AE, 2006, EATING DISORD","10.1080/10640260600952662","2006","0","0"
"ANDERSEN AE, 2006, EATING DISORD-a","10.1080/10640260500403972","2006","0","0"
"MARX RD, 2005, EATING DISORD","10.1080/10640260500297317","2005","0","4"
"ANDERSEN A, 2005, EATING DISORD","10.1080/10640260591005326","2005","0","0"
"MARX RD, 2005, EATING DISORD-a","10.1080/10640260590932904","2005","0","0"
"THOMPSON RA, 2005, EATING DISORD","10.1080/10640260590932922","2005","0","1"
"ANDERSEN AE, 2005, EATING DISORD","10.1080/10640260590933066","2005","0","0"
"MARX RD, 2005, EATING DISORD-a-b","10.1080/10640260590920141","2005","0","1"
"TESTER ML, 2005, EATING DISORD","10.1080/10640260590919071","2005","0","6"
"RABINOR JR, 2005, EATING DISORD","10.1080/10640260590920123","2005","0","2"
"ANDERSEN AE, 2005, EATING DISORD-a","10.1080/10640260590920196","2005","0","0"
"LEVITT JL, 2005, EATING DISORD","10.1080/10640260590893719","2005","0","2"
"SANSONE RA, 2005, EATING DISORD","10.1080/10640260590893728","2005","0","3"
"COHN L, 2005, EATING DISORD-a","10.1080/10640260590893566","2005","0","0"
"LIVESLEY WJ, 2005, EATING DISORD","10.1080/10640260590893610","2005","0","8"
"COSTIN C, 2005, EATING DISORD","10.1080/10640260590893737","2005","0","0"
"ANDERSEN AE, 2004, EATING DISORD","10.1080/10640260490481951","2004","0","0"
"RABINOR JR, 2004, EATING DISORD","10.1080/10640260490481942","2004","0","0"
"MARX RD, 2004, EATING DISORD","10.1080/10640260490481933","2004","0","9"
"RABINOR JR, 2004, EATING DISORD-a","10.1080/10640260490445681","2004","0","2"
"WITHERS GF, 2004, EATING DISORD","10.1080/10640260490444628","2004","0","8"
"SCHOEMAKER C, 2004, EATING DISORD","10.1080/10640260490444619","2004","0","2"
"ANDERSEN AE, 2004, EATING DISORD-a","10.1080/10640260490445843","2004","0","0"
"TANTILLO M, 2004, EATING DISORD","10.1080/10640260490267760","2004","0","17"
"ANDERSEN A, 2004, EATING DISORD","10.1080/10640260490429986","2004","0","0"
"MARX RD, 2004, EATING DISORD-a","10.1080/10640260490267788","2004","0","0"
"ROSENVINGE JH, 2004, EATING DISORD","10.1080/10640260490267733","2004","0","8"
"PIRAN N, 2004, EATING DISORD","10.1080/10640260490267724","2004","0","33"
"ANDERSEN AE, 2004, EATING DISORD-a-b","10.1080/10640260490521488","2004","0","0"
"FAITH K, 2003, EATING DISORD","10.1080/10640260390242533-638","2003","0","5"
"MARX RD, 2003, EATING DISORD","10.1080/10640260390242551","2003","0","0"
"MEHLER PS, 2003, EATING DISORD","10.1080/10640260390242533","2003","0","3"
"ANDERSON AE, 2003, EATING DISORD","10.1080/10640260390242560","2003","0","0"
"ANDERSON AE, 2003, EATING DISORD-a","10.1080/10640260390242579","2003","0","0"
"MCVEY GL, 2003, EATING DISORD-a","10.1080/10640260390218639","2003","0","25"
"ANDERSON AE, 2003, EATING DISORD-a-b","10.1080/10640260390218747","2003","0","0"
"RABINOR JR, 2003, EATING DISORD","10.1080/10640260390218693","2003","0","2"
"ANDERSEN AE, 2003, EATING DISORD","10.1080/20036491919231","2003","0","2"
"LOCK J, 2003, EATING DISORD","10.1080/10640260390218648","2003","0","6"
"WISOTSKY W, 2003, EATING DISORD","10.1080/10640260390199280","2003","0","26"
"HAUSENBLAS HA, 2003, EATING DISORD","10.1080/10640260390199299","2003","0","19"
"WALLER DA, 2003, EATING DISORD","10.1080/10640260390199262","2003","0","3"
"RABINOR JR, 2003, EATING DISORD-a","10.1080/10640260390199334","2003","0","1"
"ANDERSEN AE, 2003, EATING DISORD-a","10.1080/10640260390199352","2003","0","0"
"KOTWAL R, 2003, EATING DISORD","10.1080/10640260390167500","2003","0","5"
"RABINOR JR, 2003, EATING DISORD-a-b","10.1080/10640260390167492","2003","0","0"
"SREBNIK D, 2003, EATING DISORD","10.1080/10640260390167465","2003","0","4"
"WANG F-J, 2003, EATING DISORD","","2003","0","0"
"HARA M, 2003, EATING DISORD","","2003","0","5"
"PROKOPOWICZ M, 2003, EATING DISORD","","2003","0","6"
"WANG J-W, 2003, EATING DISORD","","2003","0","0"
"JASTRZEBSKA M, 2003, EATING DISORD","","2003","0","49"
"ANDERSEN AE, 2003, EATING DISORD-a-b","10.1080/10640260390167456","2003","0","0"
"MARX R, 2002, EATING DISORD","10.1080/10640260214499","2002","0","8"
"ANDERSEN AE, 2002, EATING DISORD","10.1080/10640260214508","2002","0","0"
"RABINOR JR, 2002, EATING DISORD","10.1080/10640260214500","2002","0","0"
"COHN L, 2002, EATING DISORD","10.1080/10640260214503","2002","0","0"
"ANDERSON AE, 2002, EATING DISORD","10.1080/10640260214502","2002","0","0"
"SANSONE RA, 2002, EATING DISORD","10.1080/10640260290081777","2002","0","12"
"RUSKAY RABINOR J, 2002, EATING DISORD","10.1080/10640260290081867","2002","0","0"
"CLAES L, 2002, EATING DISORD","10.1080/10640260290081858","2002","0","6"
"MARX R, 2002, EATING DISORD-a","10.1080/10640260290081803","2002","0","0"
"WOLFE BL, 2002, EATING DISORD","10.1080/10640260290081687","2002","0","31"
"ANDERSEN AE, 2002, EATING DISORD-a","10.1080/10640260290081722","2002","0","6"
"ANDERSEN AE, 2002, EATING DISORD-a-b","10.1080/10640260290081740","2002","0","0"
"ANDERSEN AE, 2002, EATING DISORD-a-b-c","10.1080/106402602753573612","2002","0","0"
"RUSKAY RABINOR J, 2002, EATING DISORD-a","10.1080/106402602753573577","2002","0","0"
"SANSONE RA, 2002, EATING DISORD-a-b","10.1080/10640260290081768","2002","0","8"
"MICKLEY D, 2002, EATING DISORD","10.1080/10640260290081759","2002","0","0"
"POSAVAC SS, 2002, EATING DISORD","10.1002/erv.462","2002","0","32"
"[NO AUTHOR NAME AVAILABLE], 2002, EATING DISORD","","2002","0","0"
"ANDERSEN AE, 2002, EATING DISORD-a-b-c-d","10.1080/106402602753573595","2002","0","0"
"MARX R, 2002, EATING DISORD-a-b","10.1080/106402602753573586","2002","0","0"
"MARX R, 2001, EATING DISORD","10.1080/106402601300187759","2001","0","0"
"RABINOR JR, 2001, EATING DISORD","10.1080/10640260127720","2001","0","0"
"[NO AUTHOR NAME AVAILABLE], 2001, EATING DISORD","","2001","0","0"
"ANDERSEN AE, 2001, EATING DISORD","10.1080/106402601300187768","2001","0","1"
"RABINOR JR, 2001, EATING DISORD-a","10.1080/10640260127554","2001","0","0"
"ANDERSEN AE, 2001, EATING DISORD-a","10.1080/10640260127722","2001","0","0"
"RABINOR JR, 2001, EATING DISORD-a-b","10.1080/106402601300187740","2001","0","0"
"[NO AUTHOR NAME AVAILABLE], 2001, EATING DISORD-a","","2001","0","0"
"SHERMAN RT, 2001, EATING DISORD","10.1080/10640260127718","2001","0","0"
"[NO AUTHOR NAME AVAILABLE], 2001, EATING DISORD-a-b","","2001","0","0"
"MILLER DJ, 2001, EATING DISORD","10.1080/106402601300187722","2001","0","8"
"MARX RD, 2001, EATING DISORD","10.1080/10640260127555","2001","0","0"
"MARX RD, 2001, EATING DISORD-a","10.1080/10640260127715","2001","0","0"
"BREWERTON TD, 2001, EATING DISORD","10.1080/106402601300187759","2001","0","5"
"ANDERSEN AE, 2001, EATING DISORD-a-b","10.1080/106402601753454967","2001","0","0"
"HART S, 2001, EATING DISORD","10.1080/106402601753454868","2001","0","51"
"RABINOR JR, 2001, EATING DISORD-a-b-c","10.1080/106402601753454949","2001","0","0"
"PENDLETON VR, 2001, EATING DISORD","10.1080/106402601753454912","2001","0","18"
"ANDERSEN AE, 2001, EATING DISORD-a-b-c","10.1080/106402601300187786","2001","0","0"
"ANDERSEN AE, 2001, EATING DISORD-a-b-c-d","10.1080/10640260127548","2001","0","0"
"RABINOR JR, 2000, EATING DISORD","10.1080/10640260008251224","2000","0","0"
"RABINOR JR, 2000, EATING DISORD-a","10.1080/10640260008251213","2000","0","0"
"ANDERSEN AE, 2000, EATING DISORD","10.1080/10640260008251216","2000","0","0"
"MARX RD, 2000, EATING DISORD","10.1080/10640260008251242","2000","0","0"
"ANDERSEN AE, 2000, EATING DISORD-a","10.1080/10640260008251226","2000","0","0"
"RABINOR JR, 2000, EATING DISORD-a-b","10.1080/10640260008251232","2000","0","1"
"ANDERSEN AE, 2000, EATING DISORD-a-b","10.1080/10640260008251244","2000","0","0"
"BUNN C, 2000, EATING DISORD","10.1080/10640260008251238","2000","0","0"
"ANDERSEN AE, 2000, EATING DISORD-a-b-c","10.1080/10640260008251235","2000","0","0"
"COHN L, 2000, EATING DISORD","10.1080/10640260008251207","2000","0","0"
"PETERSONS M, 2000, EATING DISORD","10.1080/10640260008251228","2000","0","18"
"HUON G, 2000, EATING DISORD","10.1080/10640260008251221","2000","0","1"
"TEACHMAN B, 2000, EATING DISORD","10.1080/10640260008251237","2000","0","3"
